App,Rating,Installs,Price,"DSLU (days since dec 1, 202)",Reviews,Size,Type,Current Ver,Android Ver,Category,Genres,Content Rating
EyeEm - Camera & Photo Filter,4.2,10000000,0,1601,215343,4.40E+07,Free,6.4.3,4.0.3 and up,PHOTOGRAPHY,Photography,Everyone
Camera360: Selfie Photo Editor with Funny Sticker,4.3,100000000,0,1578,4865107,5.10E+07,Free,9.3.1,4.0.3 and up,PHOTOGRAPHY,Photography,Everyone
Facetune - For Free,4.4,1000000,5.99,1590,49553,4.80E+07,Paid,1.3.1,4.1 and up,PHOTOGRAPHY,Photography,Everyone
PhotoWonder: Pro Beauty Photo Editor Collage Maker,4.4,50000000,0,1619,852649,4.30E+07,Free,4.1.0.1,4.2 and up,PHOTOGRAPHY,Photography,Teen
Photo Effects Pro,4.4,50000000,0,2081,1494491,2.10E+07,Free,3.3.8,3.1 and up,PHOTOGRAPHY,Photography,Everyone
No Crop & Square for Instagram,4.6,10000000,0,1619,819774,2.50E+07,Free,4.2.3,4.0 and up,PHOTOGRAPHY,Photography,Everyone
Picture Grid Builder,4,5000000,0,2327,33439,3.9,Free,3.2,2.3.3 and up,PHOTOGRAPHY,Photography,Everyone
HD Camera for Android,4.1,10000000,0,1616,351255,4,Free,4.6.0.0,4.2 and up,PHOTOGRAPHY,Photography,Everyone
Photo Studio,4.2,10000000,0,1587,477831,5.10E+07,Free,2.0.17.9,4.0 and up,PHOTOGRAPHY,Photography,Everyone
FilterGrid - Cam&Photo Editor,4.6,1000000,0,2087,126337,9.6,Free,2.0.5,4.0 and up,PHOTOGRAPHY,Photography,Everyone
Camera for Android,4.2,10000000,0,1835,240475,9.5,Free,3.8,4.0 and up,PHOTOGRAPHY,Photography,Everyone
Pic Stitch - #1 Collage Maker,4.2,1000000,0,1591,15426,5.00E+07,Free,3.8.3,5.1 and up,PHOTOGRAPHY,Photography,Everyone
Photo Editor by Aviary,4.4,50000000,0,1596,1490732,2.10E+07,Free,4.8.4,4.1 and up,PHOTOGRAPHY,Photography,Everyone
Pixlr â€“ Free Photo Editor,4.4,50000000,0,1595,1163232,3.10E+07,Free,3.4.0,4.0.3 and up,PHOTOGRAPHY,Photography,Everyone
Photo Editor,4.1,10000000,0,1750,114680,2.70E+07,Free,1.38,4.1 and up,PHOTOGRAPHY,Photography,Everyone
BeautyPlus - Easy Photo Editor & Selfie Camera,4.4,100000000,0,1584,3158151,5.30E+07,Free,6.9.031,4.1 and up,PHOTOGRAPHY,Photography,Everyone
PicsArt Photo Studio: Collage Maker & Pic Editor,4.5,100000000,0,1578,7594559,3.40E+07,Free,9.40.3,4.0.3 and up,PHOTOGRAPHY,Photography,Teen
Color Touch Effects,3.8,10000000,0,1683,167652,1.20E+07,Free,4.5,4.1 and up,PHOTOGRAPHY,Photography,Everyone
InstaSize Photo Filters & Collage Editor,4.3,50000000,0,1582,811714,5.00E+07,Free,4.0.26,4.4 and up,PHOTOGRAPHY,Photography,Everyone
"Z Camera - Photo Editor, Beauty Selfie, Collage",4.4,100000000,0,1581,1075277,4.70E+07,Free,4.21,4.1 and up,PHOTOGRAPHY,Photography,Mature 17+
Pixgram- video photo slideshow,4.2,5000000,0,1607,93726,9.2,Free,2.0.18,4.3 and up,PHOTOGRAPHY,Photography,Everyone
Camera360: Selfie Photo Editor with Funny Sticker,4.3,100000000,0,1578,4865132,5.10E+07,Free,9.3.1,4.0.3 and up,PHOTOGRAPHY,Photography,Everyone
Facetune - For Free,4.4,1000000,5.99,1590,49553,4.80E+07,Paid,1.3.1,4.1 and up,PHOTOGRAPHY,Photography,Everyone
Font Studio- Photo Texts Image,4.2,10000000,0,1987,197295,2.40E+07,Free,4.0.7,4.0 and up,PHOTOGRAPHY,Photography,Everyone
Add Text To Photo,4.1,1000000,0,1910,21578,1.6,Free,1.1.3,2.3 and up,PHOTOGRAPHY,Photography,Everyone
Phonto - Text on Photos,4.3,10000000,0,1862,307453,1.70E+07,Free,1.7.16,4.0.3 and up,PHOTOGRAPHY,Photography,Everyone
Collage&Add Stickers papelook,4,5000000,0,1723,32896,3.10E+07,Free,3.3.5,2.3.3 and up,PHOTOGRAPHY,Photography,Everyone
"Shutterfly: Free Prints, Photo Books, Cards, Gifts",4.6,5000000,0,1583,98717,5.90E+07,Free,5.13.1,5.0 and up,PHOTOGRAPHY,Photography,Everyone
Photo Collage - InstaMag,4.3,10000000,0,1794,542561,4.60E+07,Free,4.7.0,4.0 and up,PHOTOGRAPHY,Photography,Everyone
BeautyPlus - Easy Photo Editor & Selfie Camera,4.4,100000000,0,1584,3158151,5.30E+07,Free,6.9.031,4.1 and up,PHOTOGRAPHY,Photography,Everyone
"Meitu â€“ Beauty Cam, Easy Photo Editor",4.5,10000000,0,1583,462702,4.50E+07,Free,8.1.0.6,4.3 and up,PHOTOGRAPHY,Photography,Everyone
Free Sports TV,4.3,100000,0,1624,1802,9.8,Free,1.4,4.0.3 and up,SPORTS,Sports,Everyone
"theScore: Live Sports Scores, News, Stats & Videos",4.4,10000000,0,1590,133825,3.40E+07,Free,6.17.2,4.4 and up,SPORTS,Sports,Everyone 10+
Onefootball - Soccer Scores,4.7,10000000,0,1583,911995,2.00E+07,Free,10.8.1.330,4.4 and up,SPORTS,Sports,Everyone
Cristiano Ronaldo Wallpaper,4.6,500000,0,1598,1733,1.90E+07,Free,2.1,4.1 and up,SPORTS,Sports,Everyone
"FIFA - Tournaments, Soccer News & Live Scores",4.2,10000000,0,1581,342909,6,Free,4.3.1,4.4 and up,SPORTS,Sports,Everyone
kicker football news,4.3,5000000,0,1581,56270,1.50E+07,Free,5.4.2,5.0 and up,SPORTS,Sports,Everyone
Football Live Scores,4.5,5000000,0,1584,107724,6.5,Free,1004,4.0 and up,SPORTS,Sports,Everyone
Pro 2018 - Series A and B,4.6,5000000,0,1581,101455,6.2,Free,2.24.2.0,4.0.3 and up,SPORTS,Sports,Everyone
MARCA - Sports Leader Diary,3.9,5000000,0,1590,76346,1.40E+07,Free,6.3.3,4.1 and up,SPORTS,Sports,Everyone
"Foot Mercato: transfers, results, news, live",4.3,1000000,0,1587,39878,6.1,Free,3.6.7,4.1 and up,SPORTS,Sports,Everyone
All Football - Latest News & Videos,4.6,10000000,0,1581,152867,1.70E+07,Free,3.0.5,4.1 and up,SPORTS,Sports,Everyone
Premier League - Official App,4.3,5000000,0,1595,63580,2.40E+07,Free,1.1.5,4.1 and up,SPORTS,Sports,Everyone
beIN SPORTS TR,4,10000000,0,1582,135763,1.30E+07,Free,1.5.13,4.1 and up,SPORTS,Sports,Everyone
ESPN Fantasy Sports,4,5000000,0,1836,176448,1.00E+07,Free,5.3.0,4.4 and up,SPORTS,Sports,Everyone
"All Football GO- Live Score, Games",4.6,100000,0,1624,1981,1.00E+07,Free,2.9.9go,4.1 and up,SPORTS,Sports,Everyone
Top Mercato: football news,4.3,1000000,0,2520,16016,6.9,Free,2.7.0,4.2 and up,SPORTS,Sports,Everyone
GollerCepte Live Score,4.2,1000000,0,1653,9992,3.10E+07,Free,6.5,4.1 and up,SPORTS,Sports,Everyone
Hovercraft Racer,4,100000,0,1596,218,2.80E+07,Free,5,4.1 and up,SPORTS,Sports,Everyone
World Cup 2018,4.6,500000,0,1614,4011,2.6,Free,1.0.16,2.3 and up,SPORTS,Sports,Teen
GollerCepte 1903,4.7,500000,0,1653,25172,3.00E+07,Free,5.5,4.1 and up,SPORTS,Sports,Everyone
League18,4.3,500000,0,1583,14123,1.30E+07,Free,4.0.0,4.0 and up,SPORTS,Sports,Everyone
Speed Boat Racing,4,1000000,0,1581,2487,2.70E+07,Free,12,4.0.3 and up,SPORTS,Sports,Everyone
La Liga - Spanish Soccer League Official,4.5,10000000,0,1591,180938,2.90E+07,Free,6.4.8,4.0.3 and up,SPORTS,Sports,Everyone
Lionel Messi Wallpapers,4.7,100000,0,1598,950,1.80E+07,Free,2.6,4.1 and up,SPORTS,Sports,Everyone
Goal Live Scores,4.4,5000000,0,1634,232423,3.50E+07,Free,4.2.2,4.0.3 and up,SPORTS,Sports,Everyone
The 5th Stand,4.8,100000,0,1584,1664,1.70E+07,Free,1.2.677,4.4 and up,SPORTS,Sports,Everyone
U + professional baseball,4.3,500000,0,1585,2486,1.80E+07,Free,06.11.00,4.4 and up,SPORTS,Sports,Everyone
Mercato foot by Maxifoot,4.4,100000,0,2086,697,3,Free,1.1,4.1 and up,SPORTS,Sports,Everyone
MLB Ballpark,3.9,1000000,0,1599,5510,3.20E+07,Free,7.3.0,4.2 and up,SPORTS,Sports,Everyone
MUTV - Manchester United TV,4.4,500000,0,1583,4549,2.40E+07,Free,2.4.0,4.1 and up,SPORTS,Sports,Everyone
ESPN Fantasy Sports,4,5000000,0,1836,176448,1.00E+07,Free,5.3.0,4.4 and up,SPORTS,Sports,Everyone
"theScore: Live Sports Scores, News, Stats & Videos",4.4,10000000,0,1590,133825,3.40E+07,Free,6.17.2,4.4 and up,SPORTS,Sports,Everyone 10+
WatchESPN,4.1,10000000,0,1891,288809,6.6,Free,2.5.1,4.4 and up,SPORTS,Sports,Everyone
CBS Sports Fantasy,4,1000000,0,1618,43611,2.70E+07,Free,3.17.0+3,5.0 and up,SPORTS,Sports,Everyone
NBC Sports,3.1,5000000,0,1623,78442,2.50E+07,Free,5.12.4,4.1 and up,SPORTS,Sports,Everyone
WatchESPN,4.1,10000000,0,1891,288809,6.6,Free,2.5.1,4.4 and up,SPORTS,Sports,Everyone
NBC Sports Gold,2.9,100000,0,1613,3017,2.40E+07,Free,3.7,4.1 and up,SPORTS,Sports,Everyone
Telemundo Deportes - Live,4.5,1000000,0,1583,36255,2.50E+07,Free,5.10.5,4.1 and up,SPORTS,Sports,Everyone
SwingAid - Level up Golf,4.3,100000,0,1605,752,3.30E+07,Free,2.6.3,4.1 and up,SPORTS,Sports,Everyone
Golf Channel,4.1,1000000,0,1646,19230,8.80E+07,Free,4.5.19.56,4.1 and up,SPORTS,Sports,Everyone
The Rules of Golf,4.3,100000,0,1779,926,9.3,Free,5.9,4.1 and up,SPORTS,Sports,Everyone
Zepp Golf Swing Analyzer,4.4,100000,0,1652,2020,8.40E+07,Free,4.4.0,5.0 and up,SPORTS,Sports,Everyone
Live Golf Scores - US & European Golf,4.2,50000,0,1583,798,4.7,Free,3.5,4.0 and up,SPORTS,Sports,Everyone 10+
Golfshot: Golf GPS + Tee Times,4.3,500000,0,1604,7543,2.50E+07,Free,1.31.0,4.1 and up,SPORTS,Sports,Everyone
PGA TOUR LIVE,3.4,100000,0,2003,1845,1.20E+07,Free,1.3.0,4.2 and up,SPORTS,Sports,Everyone
Mobitee GPS Golf Free,4.2,100000,0,1634,1904,9.9,Free,2.0.22,2.3 and up,SPORTS,Sports,Everyone
GolfLogix GPS + Putt Breaks,4,1000000,0,1624,11085,6.10E+07,Free,8.9.3,4.0.3 and up,SPORTS,Sports,Everyone
Golfshot Plus: Golf GPS,4.1,50000,29.99,1604,3387,2.50E+07,Paid,4.18.0,4.1 and up,SPORTS,Sports,Everyone
PGA TOUR,4,1000000,0,1618,11151,5.20E+07,Free,2018.6,5.0 and up,SPORTS,Sports,Everyone
FanDuel: Daily Fantasy Sports,4.6,1000000,0,1578,29673,5.70E+07,Free,2.46.1,5.0 and up,SPORTS,Sports,Mature 17+
DraftKings - Daily Fantasy Sports,4.5,1000000,0,1591,50017,4.10E+07,Free,3.21.324,4.4 and up,SPORTS,Sports,Adults only 18+
Fantasy Football Manager (FPL),4.4,1000000,0,1581,63650,4.6,Free,7.0.2,4.1 and up,SPORTS,Sports,Everyone
ESPN Fantasy Sports,4,5000000,0,1836,176450,1.00E+07,Free,5.3.0,4.4 and up,SPORTS,Sports,Everyone
Fantasy Football,3.5,1000000,0,1582,50179,2.30E+07,Free,2.5.7.1,5.0 and up,SPORTS,Sports,Everyone
CBS Sports Fantasy,4,1000000,0,1618,43611,2.70E+07,Free,3.17.0+3,5.0 and up,SPORTS,Sports,Everyone
US Open Tennis Championships 2018,4,1000000,0,1640,9971,3.30E+07,Free,7.1,5.0 and up,SPORTS,Sports,Everyone
Live Tennis Rankings / LTR,4.8,10000,0,1640,1660,4.7,Free,3.9,4.0.3 and up,SPORTS,Sports,Everyone
Tennis Livescore Widget,4.1,50000,0,2240,361,2.2,Free,1,2.3 and up,SPORTS,Sports,Everyone
"The Championships, Wimbledon 2018",4.3,1000000,0,1611,24082,9.50E+07,Free,6.5,4.4 and up,SPORTS,Sports,Everyone
"theScore: Live Sports Scores, News, Stats & Videos",4.4,10000000,0,1590,133833,3.40E+07,Free,6.17.2,4.4 and up,SPORTS,Sports,Everyone 10+
Tennis 24 - tennis live scores,4.6,100000,0,1597,990,9.4,Free,2.28.1,4.1 and up,SPORTS,Sports,Everyone
"Yahoo Sports - scores, stats, news, & highlights",4.5,1000000,0,1583,32386,1.90E+07,Free,7.8.0,5.1 and up,SPORTS,Sports,Everyone
Tennis News and Scores,4.3,10000,0,1600,101,3.9,Free,5.4,4.1 and up,SPORTS,Sports,Everyone
"theScore: Live Sports Scores, News, Stats & Videos",4.4,10000000,0,1590,133833,3.40E+07,Free,6.17.2,4.4 and up,SPORTS,Sports,Everyone 10+
MSN Sports - Scores & Schedule,4.5,500000,0,1610,35394,2.10E+07,Free,1.2.0,4.2 and up,SPORTS,Sports,Everyone
"Yahoo Sports - scores, stats, news, & highlights",4.5,1000000,0,1583,32386,1.90E+07,Free,7.8.0,5.1 and up,SPORTS,Sports,Everyone
WatchESPN,4.1,10000000,0,1891,288809,6.6,Free,2.5.1,4.4 and up,SPORTS,Sports,Everyone
"FOX Sports: Live Streaming, Scores & News",4,5000000,0,1582,28895,8.20E+07,Free,4.4.15,5.0 and up,SPORTS,Sports,Teen
NCAA March Madness Live,4.1,5000000,0,1707,34123,1.90E+07,Free,7.1.0,5.0 and up,SPORTS,Sports,Everyone
SportsManias Fantasy Team News,3.5,500000,0,1666,4057,2.60E+07,Free,3.2.12,4.0.3 and up,SPORTS,Sports,Everyone
Thuuz Sports,4.5,500000,0,1703,5517,5.2,Free,6.9.12,2.3 and up,SPORTS,Sports,Everyone
NCAA Sports,3.9,500000,0,1683,4272,1.60E+07,Free,3.0.13,4.1 and up,SPORTS,Sports,Everyone
US Open Tennis Championships 2018,4,1000000,0,1640,9971,3.30E+07,Free,7.1,5.0 and up,SPORTS,Sports,Everyone
"FIFA - Tournaments, Soccer News & Live Scores",4.2,10000000,0,1581,342912,6,Free,4.3.1,4.4 and up,SPORTS,Sports,Everyone
365Scores - Live Scores,4.6,10000000,0,1586,666521,2.50E+07,Free,5.5.9,4.1 and up,SPORTS,Sports,Everyone
"theScore: Live Sports Scores, News, Stats & Videos",4.4,10000000,0,1590,133833,3.40E+07,Free,6.17.2,4.4 and up,SPORTS,Sports,Everyone 10+
Fantasy Football & NFL News,4.5,100000,0,1661,2943,8.1,Free,6.1.3,2.3.3 and up,SPORTS,Sports,Everyone
NBA,4.4,10000000,0,1606,108318,3.50E+07,Free,2017.7.1,4.4 and up,SPORTS,Sports,Everyone
Golfshot: Golf GPS + Tee Times,4.3,500000,0,1604,7543,2.50E+07,Free,1.31.0,4.1 and up,SPORTS,Sports,Everyone
"Yahoo Sports - scores, stats, news, & highlights",4.5,1000000,0,1583,32386,1.90E+07,Free,7.8.0,5.1 and up,SPORTS,Sports,Everyone
NHL,4,5000000,0,1618,68935,4.80E+07,Free,9.4.0,4.2 and up,SPORTS,Sports,Everyone
NASCAR MOBILE,4.2,1000000,0,1590,80900,2.10E+07,Free,7.1.7.4,4.4 and up,SPORTS,Sports,Everyone
WatchESPN,4.1,10000000,0,1891,288809,6.6,Free,2.5.1,4.4 and up,SPORTS,Sports,Everyone
MLB Ballpark,3.9,1000000,0,1599,5511,3.20E+07,Free,7.3.0,4.2 and up,SPORTS,Sports,Everyone
"FOX Sports: Live Streaming, Scores & News",4,5000000,0,1582,28895,8.20E+07,Free,4.4.15,5.0 and up,SPORTS,Sports,Teen
Fantasy Football,3.5,1000000,0,1582,50179,2.30E+07,Free,2.5.7.1,5.0 and up,SPORTS,Sports,Everyone
PGA TOUR,4,1000000,0,1618,11151,5.20E+07,Free,2018.6,5.0 and up,SPORTS,Sports,Everyone
"Expedia Hotels, Flights & Car Rental Travel Deals",4.1,10000000,0,1578,136626,1.40E+07,Free,18.30.0,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
TripIt: Travel Organizer,4.4,1000000,0,1630,49190,2.50E+07,Free,7.5.0,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
CityMaps2Go Plan Trips Travel Guide Offline Maps,4.3,1000000,0,1636,64713,5.80E+07,Free,10.9.8 (Play),5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"KAYAK Flights, Hotels & Cars",4.5,10000000,0,1584,216388,1.90E+07,Free,Varies with device,Varies with device,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Skyscanner,4.5,10000000,0,1578,481545,2.90E+07,Free,5.48,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
World Travel Guide by Triposo,4.4,500000,0,1732,6012,8.10E+07,Free,4.6.0,4.0.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Hostelworld: Hostels & Cheap Hotels Travel App,4.4,1000000,0,1599,17878,2.80E+07,Free,6.7.1,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
GPS Map Free,4,5000000,0,1604,33782,7.6,Free,4.6,4.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Offline Maps & Navigation,4.7,5000000,0,1638,192641,3.30E+07,Free,17.4.1,4.0.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
GasBuddy: Find Cheap Gas,4.6,10000000,0,1582,751551,4.20E+07,Free,5.2.0 21127,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Mature 17+
Southwest Airlines,3.9,5000000,0,1604,24781,8.3,Free,5.6.1,6.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"AT&T Navigator: Maps, Traffic",3.6,10000000,0,2186,32862,1.40E+07,Free,5.10.6.2.8466393,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
AirAsia,3.9,10000000,0,1599,98585,3.70E+07,Free,5.0.4,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"Expedia Hotels, Flights & Car Rental Travel Deals",4.1,10000000,0,1578,136633,1.40E+07,Free,18.30.0,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Allegiant,3.1,1000000,0,1603,5572,2.10E+07,Free,5.16.1,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Amtrak,3.7,1000000,0,1600,16815,2.80E+07,Free,3.1.3,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
JAL (Domestic and international flights),3.4,1000000,0,1669,2277,2.70E+07,Free,4.4.7,4.0.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
VZ Navigator for Tablets,3.6,500000,0,1774,285,3.90E+07,Free,10.7.8.111,4.2 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"HSL - Tickets, route planner and information",3.3,100000,0,1583,256,1.70E+07,Free,1.1.2,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
VZ Navigator for Galaxy S4,3,5000000,0,1774,2750,3.90E+07,Free,10.7.8.111,4.2 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
MAIN,3.6,1000000,0,1578,7081,5.10E+07,Free,4.1.21,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount",4.8,1000000,0,1581,17882,8.60E+07,Free,3.4.5,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"Yatra - Flights, Hotels, Bus, Trains & Cabs",4.5,10000000,0,1579,251037,2.60E+07,Free,13.0.16,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Fly Delta,3.7,5000000,0,1584,27560,4.60E+07,Free,4.13.2,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Skyscanner,4.5,10000000,0,1578,481546,2.90E+07,Free,5.48,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Despegar.com Hotels and Flights,4.4,10000000,0,1585,150932,2.70E+07,Free,9.1.0,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Navigation Plus,4.1,1000000,0,1787,928,1.40E+07,Free,11.0.269 (m),4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Poynt,4,5000000,0,1708,26665,1.00E+07,Free,2.5.26,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Gaode Map,3.9,1000000,0,1612,13275,7.10E+07,Free,8.60.0.2586,4.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"Priceline Hotel Deals, Rental Cars & Flights",4.4,5000000,0,1589,48930,1.50E+07,Free,4.38.176,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Free Radar Detector,4.3,1000000,0,1609,15680,1.10E+07,Free,6.2.3,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets,4.2,1000000,0,1588,5112,6.20E+07,Free,8.8.2,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
United Airlines,3.5,5000000,0,1595,30447,8.00E+07,Free,2.1.56,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
NTES,4.3,10000000,0,1585,165299,5.4,Free,8,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Where is my Train : Indian Railway & PNR Status,4.7,10000000,0,1585,620534,9.8,Free,5.7.3,4.0.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Gormey: Find Best Restaurants,4.3,1000,0,1920,34,7.6,Free,2.3,4.0.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Find Dining Restaurant Finder,4.1,100000,0,2446,427,2.60E+07,Free,1.2.1,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Urbanspoon Restaurant Reviews,4.2,5000000,0,2340,35560,1.30E+07,Free,4.0.21,4.0.3 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Qatar Airways,4.3,1000000,0,1585,11182,6.20E+07,Free,11.26,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Hipmunk Hotels & Flights,4.3,1000000,0,1584,16734,10,Free,8.8.2,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"Priceline Hotel Deals, Rental Cars & Flights",4.4,5000000,0,1589,48930,1.50E+07,Free,4.38.176,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
United Airlines,3.5,5000000,0,1595,30447,8.00E+07,Free,2.1.56,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"Expedia Hotels, Flights & Car Rental Travel Deals",4.1,10000000,0,1578,136626,1.40E+07,Free,18.30.0,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
CWT To Go,4.4,100000,0,1579,20313,5.70E+07,Free,17.7.8,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
British Airways,4.2,1000000,0,1591,25740,5.10E+07,Free,4.2,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Southwest Airlines,3.9,5000000,0,1604,24781,8.3,Free,5.6.1,6.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Cheap Flights & Hotels momondo,4.2,5000000,0,1681,42546,2.40E+07,Free,7.6.5,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
JetBlue,4.4,1000000,0,1590,24281,2.90E+07,Free,4.4.2,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Flights,4.4,1000000,0,1589,18039,3.1,Free,3.6.6,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Fly Delta,3.7,5000000,0,1584,27560,4.60E+07,Free,4.13.2,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
The Emirates App,4.4,1000000,0,1578,22748,5.50E+07,Free,4.7.1,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"KAYAK Flights, Hotels & Cars",4.5,10000000,0,1584,216388,1.90E+07,Free,Varies with device,Varies with device,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Cheapflights â€“ Flight Search,4.4,5000000,0,1584,47780,1.90E+07,Free,Varies with device,Varies with device,TRAVEL_AND_LOCAL,Travel & Local,Everyone
KLM - Royal Dutch Airlines,3.7,1000000,0,1578,7705,4.00E+07,Free,9.7.1,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Skyscanner,4.5,10000000,0,1578,481546,2.90E+07,Free,5.48,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Lufthansa,3.6,1000000,0,1588,14544,4.30E+07,Free,7.2.5,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
easyJet: Travel App,4.4,10000000,0,1614,134895,5.00E+07,Free,2.32.2,4.2 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
LateRooms: Find Hotel Deals,4.1,1000000,0,1647,2419,1.30E+07,Free,1.24.5,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"Priceline Hotel Deals, Rental Cars & Flights",4.4,5000000,0,1589,48930,1.50E+07,Free,4.38.176,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
HOTEL DEALS,4.2,100000,0,1680,1609,4,Free,53.89.55,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"Expedia Hotels, Flights & Car Rental Travel Deals",4.1,10000000,0,1578,136626,1.40E+07,Free,18.30.0,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
"KAYAK Flights, Hotels & Cars",4.5,10000000,0,1584,216388,1.90E+07,Free,Varies with device,Varies with device,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Skyscanner,4.5,10000000,0,1578,481546,2.90E+07,Free,5.48,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
IHGÂ®: Hotel Deals & Rewards,4.3,1000000,0,1581,18622,4.40E+07,Free,4.15.1,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
SPG: Starwood Hotels & Resorts,4.2,1000000,0,1612,8258,2.20E+07,Free,v5.4.3,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Hostelworld: Hostels & Cheap Hotels Travel App,4.4,1000000,0,1599,17878,2.80E+07,Free,6.7.1,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Hotels Combined - Cheap deals,4.1,5000000,0,1844,17202,1.20E+07,Free,4.9.2,4.1 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Turo - Better Than Car Rental,4.4,1000000,0,1580,14114,4.60E+07,Free,18.21.0,5.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Ascape VR: 360Â° Virtual Travel,4.1,100000,0,1940,890,7.6,Free,4.0.38,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local;Action & Adventure,Everyone
Skyscanner,4.5,10000000,0,1578,481546,2.90E+07,Free,5.48,4.4 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
GPS Status & Toolbox,4.5,10000000,0,1632,149723,4.1,Free,8.1.171,4.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
Airport + Flight Tracker Radar,4.2,1000000,0,2697,6762,8.5,Free,8,4.0 and up,TRAVEL_AND_LOCAL,Travel & Local,Everyone
